,node1,node2,weight
0,5.0,36.0,0.48570658545627354
0,63.0,12.0,0.2895076514585735
0,36.0,61.0,0.8826213993325106
0,35.0,50.0,0.12447403166447202
0,29.0,18.0,0.8505275240150869
0,37.0,3.0,0.11889045894665573
0,6.0,19.0,0.6390417804184265
0,40.0,27.0,0.6411762995365081
0,57.0,24.0,0.384569012026198
0,62.0,60.0,0.3636527118770324
0,52.0,63.0,0.3676557774667115
0,28.0,32.0,0.27355138115593125
0,16.0,30.0,0.10792489336882527
0,52.0,57.0,0.5589910496904569
0,51.0,15.0,0.1453326065493714
0,45.0,24.0,0.2109875256106295
0,38.0,7.0,0.8339227807433877
0,43.0,62.0,0.9368616073667639
0,61.0,47.0,0.3396515938973367
0,19.0,45.0,0.401310594397128
0,11.0,42.0,0.7012710150813066
0,55.0,38.0,0.5198977498408331
0,58.0,38.0,0.461174452036629
0,54.0,51.0,0.5317104543638138
0,63.0,19.0,0.9469908303680897
0,10.0,26.0,0.2516156257131541
0,24.0,16.0,0.21570331025129685
0,58.0,37.0,0.6955038530806942
0,32.0,56.0,0.17849073088108924
0,20.0,31.0,0.0588045085312866
0,40.0,16.0,0.6539982602005907
0,17.0,59.0,0.8445371647322709
0,29.0,59.0,0.47957122950563225
0,30.0,26.0,0.4304100296020611
0,52.0,29.0,0.5860315503488711
0,54.0,11.0,0.29734463022158686
0,9.0,51.0,0.49614542918991833
0,60.0,42.0,0.01711339750356533
0,15.0,22.0,0.054206861064632794
0,49.0,9.0,0.7210973734307804
0,28.0,12.0,0.4086798671581491
0,20.0,48.0,0.06236713524184412
0,18.0,40.0,0.2670352237606963
0,17.0,58.0,0.6535329651078942
0,57.0,10.0,0.5689952575212305
0,3.0,39.0,0.40521183000771566
0,53.0,38.0,0.7310095154552044
0,40.0,18.0,0.8089338045475136
0,62.0,10.0,0.736915690542887
0,60.0,36.0,0.45326415377752605
0,34.0,17.0,0.03241671365777654
0,55.0,52.0,0.2222197399144057
0,21.0,23.0,0.04440527875703937
0,13.0,51.0,0.03715862528524516
0,52.0,13.0,0.3214139004915242
0,27.0,6.0,0.8211384843077156
0,16.0,46.0,0.873082653684025
0,1.0,41.0,0.3599819926499589
0,40.0,43.0,0.7822124141363664
0,7.0,47.0,0.5061553443825433
0,61.0,20.0,0.3753056910083622
0,22.0,10.0,0.7435634052545779
0,53.0,61.0,0.7758025635419388
0,8.0,46.0,0.45745214662632305
0,62.0,10.0,0.2156681228920153
0,47.0,9.0,0.7144935110214985
0,55.0,59.0,0.7431951215190067
0,35.0,51.0,0.3113448277655284
0,52.0,45.0,0.9188934363371577
0,48.0,46.0,0.8806893841166856
0,39.0,11.0,0.006640925202888948
0,39.0,8.0,0.8075959934643108
0,32.0,36.0,0.7420812271554043
0,58.0,21.0,0.24894814019502143
0,42.0,55.0,0.16416937480888805
0,63.0,9.0,0.03360241013903298
0,59.0,25.0,0.2807977923270306
0,13.0,46.0,0.510185681435088
0,53.0,41.0,0.27555301724624137
0,59.0,62.0,0.7870030752812667
0,55.0,53.0,0.7387435516381544
0,28.0,40.0,0.9484710184528177
0,24.0,18.0,0.6517046635062407
0,50.0,46.0,0.30866267747647325
0,29.0,47.0,0.5859580206030419
0,14.0,33.0,0.9495590198569108
0,30.0,43.0,0.671619025027657
0,26.0,25.0,0.1496841413966451
0,29.0,50.0,0.1147443261124238
0,4.0,50.0,0.02530284937225069
0,47.0,2.0,0.930813461923784
0,61.0,63.0,0.2999270410978089
0,14.0,2.0,0.16704449046985048
0,17.0,13.0,0.29918618338920444
0,22.0,15.0,0.7797497571736997
0,13.0,7.0,0.7665300253974189
0,30.0,29.0,0.16798226696920204
0,41.0,60.0,0.628022134554547
0,38.0,22.0,0.27245383840607174
0,23.0,5.0,0.13891295467688713
0,11.0,42.0,0.9343546872737053
0,29.0,0.0,0.3468559162673298
0,3.0,56.0,0.5922893967054634
0,59.0,51.0,0.3753977688723876
0,54.0,23.0,0.528389283879694
0,60.0,23.0,0.3697622646341344
0,62.0,36.0,0.363893067539655
0,35.0,47.0,0.7758725704985834
0,51.0,29.0,0.3665251561073367
0,52.0,18.0,0.9944392165152866
0,5.0,18.0,0.38510092441455857
0,6.0,40.0,0.5483180534420817
0,40.0,55.0,0.32818375495885876
0,8.0,62.0,0.15137537975474613
0,50.0,1.0,0.7482559909905947
0,52.0,36.0,0.8873511566036348
0,61.0,14.0,0.16073955156983388
0,33.0,22.0,0.3459412379475926
