,node1,node2,weight
0,23.0,58.0,0.5470891420798124
0,5.0,8.0,0.8719943268984042
0,27.0,52.0,0.3890816666435216
0,5.0,51.0,0.6458333222867655
0,45.0,37.0,0.05024761760745122
0,5.0,21.0,0.756721931466792
0,11.0,53.0,0.791508172946132
0,5.0,13.0,0.6262281235442068
0,40.0,59.0,0.5007382940760609
0,23.0,15.0,0.059437687167718356
0,56.0,0.0,0.6998830305383643
0,31.0,45.0,0.04442409226860333
0,29.0,7.0,0.3648730498440045
0,56.0,12.0,0.686476315726427
0,35.0,10.0,0.44769275624489624
0,32.0,44.0,0.6835993984284751
0,38.0,61.0,0.8585638123617848
0,4.0,29.0,0.11732350463269636
0,9.0,2.0,0.5222498779529413
0,27.0,44.0,0.2359353291817161
0,34.0,26.0,0.18731019295702922
0,59.0,3.0,0.7391264336932032
0,16.0,8.0,0.0846965016716873
0,21.0,54.0,0.716953833483559
0,45.0,49.0,0.5034570167338387
0,26.0,14.0,0.08715600267849632
0,35.0,45.0,0.9285583334747222
0,63.0,39.0,0.7203924427568806
0,56.0,52.0,0.8023596143527124
0,19.0,5.0,0.28827721383068294
0,50.0,55.0,0.3855533847828657
0,55.0,18.0,0.6920622496546234
0,43.0,33.0,0.6201806285094293
0,15.0,28.0,0.1370243694615374
0,12.0,39.0,0.39034469787675696
0,55.0,23.0,0.6208536037364188
0,0.0,12.0,0.6378603013018667
0,19.0,57.0,0.4626334335942216
0,37.0,26.0,0.22203527614223928
0,41.0,49.0,0.23664533512431585
0,4.0,29.0,0.9986751078273427
0,31.0,20.0,0.329338914376484
0,0.0,47.0,0.40346855543313354
0,52.0,6.0,0.039800652605978315
0,43.0,25.0,0.5359039103959775
0,58.0,32.0,0.5059577573280793
0,46.0,61.0,0.9068293898949835
0,33.0,24.0,0.33590824104757944
0,43.0,52.0,0.5929535690304761
0,55.0,48.0,0.6129541337276013
0,50.0,36.0,0.8388509257091218
0,49.0,57.0,0.10285305549884016
0,14.0,6.0,0.4344534116890364
0,0.0,49.0,0.11643938360828787
0,53.0,13.0,0.18866307053871634
0,30.0,49.0,0.6167690652046618
0,12.0,30.0,0.5499763701994868
0,28.0,60.0,0.7288917047686129
0,2.0,54.0,0.9077188910273131
0,0.0,4.0,0.6743138228241378
0,33.0,8.0,0.895087866097839
0,40.0,44.0,0.12247382112246741
0,39.0,31.0,0.7642282128601402
0,38.0,48.0,0.606150741094271
0,24.0,1.0,0.1966281953065574
0,12.0,18.0,0.8632355849868072
0,4.0,24.0,0.6609940023152472
0,34.0,33.0,0.04123850339321011
0,51.0,60.0,0.5444860767885015
0,61.0,53.0,0.9002842917946375
0,50.0,28.0,0.8225930982131279
0,22.0,37.0,0.49346110238253926
0,27.0,42.0,0.9304282247449462
0,59.0,36.0,0.979875269352722
0,55.0,56.0,0.792246104031462
0,32.0,53.0,0.11090029511343447
0,35.0,41.0,0.4143499281394395
0,46.0,47.0,0.9361977992969409
0,17.0,63.0,0.9013330054011919
0,53.0,41.0,0.5551587568495275
0,58.0,35.0,0.26392050422068103
0,60.0,35.0,0.14667012944471358
0,10.0,49.0,0.4391450558343535
0,12.0,24.0,0.22982234994741413
0,42.0,10.0,0.6959176501983443
0,24.0,37.0,0.8380454034317948
0,6.0,40.0,0.3289948048596931
0,53.0,22.0,0.7814946880574367
0,24.0,31.0,0.749552476279342
0,41.0,16.0,0.25137176922282534
0,29.0,35.0,0.32132453756285595
0,7.0,35.0,0.2502949175243674
0,56.0,22.0,0.16898332825825924
0,19.0,1.0,0.5259525270355497
0,25.0,28.0,0.6402314396070606
0,31.0,1.0,0.9089818059583871
0,49.0,9.0,0.12253078268158646
0,44.0,38.0,0.261941674730118
0,26.0,34.0,0.33226533985582285
0,39.0,11.0,0.7529266805362564
0,5.0,15.0,0.7094219047765458
0,51.0,49.0,0.4750503383920567
0,31.0,28.0,0.8190742901146486
0,43.0,36.0,0.4578807789239525
0,35.0,63.0,0.07031162746064767
0,56.0,6.0,0.35896069476039727
0,52.0,35.0,0.3798048564341573
0,45.0,21.0,0.4707855202439726
0,15.0,59.0,0.8643564231319788
0,27.0,4.0,0.7705920236199219
0,41.0,18.0,0.4525267088980498
0,0.0,57.0,0.033016160612004075
0,63.0,54.0,0.22536629889557447
0,8.0,28.0,0.06412772023671576
0,5.0,12.0,0.548553070062722
0,53.0,9.0,0.22642677897023655
0,11.0,63.0,0.43345711078322413
0,17.0,28.0,0.8522692713318752
0,39.0,43.0,0.9113642560099533
0,37.0,1.0,0.6563091453803322
0,13.0,1.0,0.6137276988890726
0,5.0,44.0,0.8207664930287729
0,30.0,21.0,0.7534712831221011
0,35.0,11.0,0.11754923727392486
0,43.0,53.0,0.29246155550722375
0,50.0,46.0,0.22848052385577677
0,12.0,29.0,0.2247366159858405
0,37.0,29.0,0.1682896794444556
0,11.0,5.0,0.5169204482610821
0,50.0,26.0,0.5309684346734389
0,17.0,6.0,0.1996649434827602
0,13.0,23.0,0.4428193313733997
0,8.0,29.0,0.8833317852311453
0,59.0,54.0,0.0327434318324723
0,22.0,5.0,0.06384848019945288
0,22.0,27.0,0.5145333622669994
0,2.0,46.0,0.9030145236055898
0,33.0,17.0,0.25541425329744893
0,59.0,48.0,0.22331478247691838
0,32.0,4.0,0.8706153133492298
0,23.0,38.0,0.7670381021097296
0,1.0,13.0,0.7549234154566968
0,5.0,45.0,0.17968706055764194
0,5.0,61.0,0.6942737676155449
0,21.0,34.0,0.9518920567043219
0,34.0,36.0,0.6521544185047187
0,3.0,20.0,0.4374362614202316
0,33.0,20.0,0.6289152059152459
0,29.0,14.0,0.08020128903342438
0,21.0,15.0,0.2305575874604412
0,30.0,1.0,0.36858616717427406
0,28.0,14.0,0.23527962725082452
0,21.0,29.0,0.43201463010549745
0,48.0,50.0,0.9846301053607627
0,20.0,5.0,0.05121413002280595
0,37.0,0.0,0.9412281355671999
0,62.0,42.0,0.1295028027989994
0,57.0,47.0,0.5924784250694565
0,23.0,38.0,0.6292002959457939
0,39.0,31.0,0.006979486997805928
0,16.0,33.0,0.8869179842495204
0,47.0,6.0,0.26561451268019176
0,27.0,17.0,0.46750129610175895
0,50.0,24.0,0.35542246426943935
0,2.0,57.0,0.6860220511244853
0,35.0,54.0,0.36774290662316333
0,20.0,35.0,0.28463129230188555
0,46.0,63.0,0.8239467364301896
0,12.0,62.0,0.8745361564703918
0,5.0,48.0,0.8110592935701221
0,63.0,18.0,0.6971720982172749
0,2.0,12.0,0.16071157324968532
0,47.0,3.0,0.9604228240785054
0,29.0,26.0,0.12323381089718888
0,14.0,8.0,0.6104512009821484
0,25.0,28.0,0.5281007213916014
0,20.0,34.0,0.3460860663773544
0,42.0,55.0,0.02779414948055281
0,63.0,18.0,0.980146039340175
0,27.0,44.0,0.106018906444445
0,4.0,53.0,0.3526558735091654
0,18.0,27.0,0.059584692416829066
0,40.0,10.0,0.1522080818192707
0,37.0,14.0,0.6591413751899454
0,13.0,45.0,0.5213157696273784
0,12.0,2.0,0.3689276034763397
0,27.0,31.0,0.37770079788047706
0,39.0,14.0,0.04297281719345969
0,9.0,45.0,0.6075060732901129
0,50.0,47.0,0.7487851978741628
0,1.0,15.0,0.2879586129703402
0,1.0,58.0,0.5771817588011434
0,17.0,25.0,0.4705289079728522
0,25.0,19.0,0.15162118758593013
0,14.0,40.0,0.5684945452103162
0,8.0,3.0,0.13513276887767567
0,39.0,4.0,0.5135330401826549
0,35.0,3.0,0.7226047032767454
0,57.0,29.0,0.27253530309980956
0,20.0,52.0,0.8783569526225311
0,32.0,48.0,0.8373226275429955
0,21.0,56.0,0.9959849749882742
0,4.0,27.0,0.6377041200694723
0,9.0,42.0,0.19471017550936986
0,49.0,20.0,0.37775363231830605
0,30.0,20.0,0.8238732290349433
0,35.0,62.0,0.12172459237875899
0,41.0,21.0,0.020911016710206565
0,30.0,63.0,0.6900965559753967
0,25.0,4.0,0.2715191796953107
0,7.0,0.0,0.712312245574115
0,56.0,24.0,0.27519097852352414
0,38.0,7.0,0.490145523020294
0,29.0,17.0,0.1994985481357351
0,25.0,46.0,0.9321321541713081
0,40.0,49.0,0.3909559621084553
0,25.0,32.0,0.06475891306627368
0,40.0,16.0,0.3217478536126296
0,40.0,20.0,0.006739811628253989
0,23.0,10.0,0.17594208254221988
0,39.0,51.0,0.07024316744990433
0,33.0,14.0,0.8177050592629388
0,5.0,63.0,0.5417986326580208
0,12.0,5.0,0.7874191295982594
0,24.0,0.0,0.635179263316208
0,44.0,58.0,0.8856932852200202
0,63.0,41.0,0.329838263050641
0,43.0,39.0,0.27873202541273223
0,15.0,14.0,0.6648890708232871
0,8.0,24.0,0.08526622112064541
0,21.0,25.0,0.8404917364178048
0,56.0,26.0,0.13227139172695546
0,52.0,44.0,0.4773632189417527
0,60.0,49.0,0.6166835852708693
0,43.0,38.0,0.4087014473188958
0,56.0,27.0,0.24536162234507763
0,20.0,57.0,0.5551664916309561
0,28.0,59.0,0.14823720547955133
0,17.0,60.0,0.7475048881027632
0,62.0,13.0,0.4222845750441948
0,23.0,46.0,0.779891000728745
0,28.0,26.0,0.6347658356363359
0,54.0,47.0,0.6050549638671985
0,3.0,26.0,0.8722154945033008
0,45.0,31.0,0.6645303301034271
0,1.0,56.0,0.20563523318037502
0,15.0,9.0,0.39473256506824206
0,57.0,30.0,0.38366092766523574
0,21.0,40.0,0.10907173531013226
0,6.0,56.0,0.5541334041766862
0,16.0,36.0,0.7414503695396031
0,63.0,23.0,0.41494628004871725
0,18.0,54.0,0.3842486833829998
0,2.0,31.0,0.21682565385934394
0,51.0,50.0,0.7251291949357573
0,33.0,47.0,0.5374944058307068
0,15.0,50.0,0.13639022106391652
0,53.0,49.0,0.922976276291792
0,50.0,15.0,0.6842546026922862
0,11.0,25.0,0.7523033435158926
0,51.0,48.0,0.8129429413988705
0,41.0,54.0,0.9968121614935073
0,33.0,59.0,0.258714189233745
0,5.0,30.0,0.6840769693743375
0,52.0,57.0,0.21946981575914715
0,25.0,23.0,0.5896270085877391
0,56.0,16.0,0.4410468964374502
0,35.0,53.0,0.956627129079589
0,21.0,6.0,0.3200656657288311
0,27.0,38.0,0.9437431384120262
0,21.0,49.0,0.41158560244490483
0,63.0,3.0,0.40165119007084027
0,34.0,27.0,0.42871979258377013
0,47.0,46.0,0.39597649298776927
0,23.0,59.0,0.03354355790059349
0,40.0,29.0,0.5710934040467235
0,59.0,47.0,0.9399721545008145
0,31.0,50.0,0.4570939939691311
0,55.0,27.0,0.9571416366183291
0,0.0,39.0,0.9535004488273251
0,42.0,40.0,0.9996781022282687
0,0.0,50.0,0.2373500766496962
0,52.0,42.0,0.40908383183405117
0,44.0,25.0,0.16242712494
0,17.0,35.0,0.7457644783120004
0,26.0,11.0,0.14358356864332122
0,20.0,7.0,0.6933229570516107
0,57.0,19.0,0.001448456543317378
0,35.0,5.0,0.3849914597942232
0,15.0,50.0,0.7188123770525641
0,6.0,45.0,0.7335388275068127
0,11.0,19.0,0.9540899814074116
0,62.0,34.0,0.3466025849506076
0,20.0,6.0,0.5949193530992232
0,61.0,56.0,0.3435730441964143
0,34.0,22.0,0.9363589254465601
0,53.0,33.0,0.33482379988502287
0,8.0,56.0,0.4506890662121019
0,38.0,23.0,0.8353532149869367
0,24.0,16.0,0.7697125055283188
0,18.0,36.0,0.5328514249771797
0,13.0,35.0,0.15158294453271282
0,12.0,55.0,0.02281607312371936
0,30.0,48.0,0.7874817759446138
0,62.0,6.0,0.04087497991253275
0,47.0,22.0,0.9478592200522242
0,22.0,6.0,0.0021784908271138548
0,44.0,41.0,0.24551966192793906
0,61.0,14.0,0.17454768888086136
0,25.0,12.0,0.7171582829663624
0,59.0,63.0,0.29181264090448245
0,3.0,36.0,0.17603033458330264
0,40.0,2.0,0.5933613665879206
0,15.0,6.0,0.49170134762881457
0,31.0,25.0,0.5999303787129933
0,13.0,57.0,0.06265309391804097
0,32.0,3.0,0.7226340028849673
0,30.0,6.0,0.40238070695352235
0,54.0,45.0,0.7830031940832489
0,14.0,27.0,0.6009782078755636
0,58.0,40.0,0.7535177442098914
0,22.0,48.0,0.2484887217205073
0,9.0,29.0,0.9297734488683748
0,46.0,33.0,0.9193880273768602
0,29.0,12.0,0.05611693569918608
0,49.0,28.0,0.6104714240608152
0,21.0,63.0,0.17015069039826436
0,53.0,17.0,0.5431121365045727
0,5.0,50.0,0.0380502266452577
0,14.0,52.0,0.1886377912342584
0,19.0,40.0,0.3643515826732765
0,32.0,0.0,0.6106411830126576
0,28.0,12.0,0.100115836789204
0,21.0,18.0,0.7956197198537186
0,46.0,15.0,0.05318726565196963
0,32.0,52.0,0.8362099803532299
0,57.0,54.0,0.14563853779527214
0,60.0,63.0,0.8073292300811733
0,44.0,39.0,0.5476226173002939
0,38.0,15.0,0.9258990446566235
0,35.0,32.0,0.6331654520298274
0,0.0,36.0,0.5193358118448955
0,11.0,14.0,0.8213484091801728
0,6.0,55.0,0.1915552150113713
0,11.0,4.0,0.34307727100487473
0,45.0,39.0,0.3709559051012744
0,6.0,48.0,0.36712096766972
0,4.0,29.0,0.14922544504769175
0,44.0,40.0,0.5230596644371698
0,19.0,29.0,0.2860907012599634
0,45.0,17.0,0.20949880495155726
0,63.0,34.0,0.6069777225544817
0,33.0,55.0,0.41877859464455935
0,41.0,12.0,0.18408928230519672
0,12.0,11.0,0.4685704254844165
0,14.0,21.0,0.0702017619123313
0,60.0,8.0,0.9301281728485323
0,44.0,18.0,0.35150114841479074
0,25.0,4.0,0.9989588174372221
0,43.0,21.0,0.9517169690001718
0,18.0,42.0,0.5991256898722762
0,56.0,58.0,0.04999143340091117
0,16.0,49.0,0.10610507408761272
0,20.0,59.0,0.1913324435992647
0,5.0,13.0,0.03607552521805946
0,12.0,6.0,0.0012909111903729453
0,56.0,58.0,0.864282708439149
0,23.0,51.0,0.10655098066583457
0,7.0,14.0,0.27228331328473065
0,15.0,12.0,0.7321180634736033
0,46.0,38.0,0.7667853911151904
0,12.0,1.0,0.12294585900465993
0,48.0,36.0,0.6471979418438351
0,20.0,7.0,0.6793261148270413
0,36.0,18.0,0.030182297106609024
0,33.0,28.0,0.958158906510005
0,6.0,54.0,0.09728406713169446
0,47.0,49.0,0.6762808944918888
0,49.0,41.0,0.06336312392550425
0,50.0,30.0,0.23767230734444023
0,60.0,15.0,0.6621926244159861
0,43.0,33.0,0.38158481161623947
0,23.0,27.0,0.19692547856845577
0,42.0,62.0,0.1704081854486702
0,31.0,5.0,0.6503397665479829
0,55.0,14.0,0.717888339241206
0,42.0,47.0,0.11030788271945169
0,26.0,20.0,0.5469605930299117
0,27.0,0.0,0.37236039852936786
0,50.0,40.0,0.5601457596207287
0,16.0,56.0,0.6248068327230762
0,26.0,8.0,0.3838857440461242
0,17.0,30.0,0.6218813463212839
0,49.0,26.0,0.734515727189125
0,33.0,35.0,0.05271189344068805
0,57.0,36.0,0.32256230358379356
0,15.0,53.0,0.15436835974295848
0,45.0,4.0,0.811100578573505
0,16.0,29.0,0.3855170594394015
0,4.0,40.0,0.6448763521134344
0,43.0,32.0,0.4478652222840632
0,46.0,55.0,0.06544734246995842
0,8.0,41.0,0.16118189383008852
