,node1,node2,weight
0,43.0,53.0,0.6719809911603272
0,40.0,12.0,0.7167592222810498
0,34.0,30.0,0.4501934247541637
0,38.0,59.0,0.11847866785311778
0,61.0,21.0,0.9122173973761001
0,19.0,57.0,0.5864218128940412
0,12.0,19.0,0.19942775316081784
0,11.0,34.0,0.34437678512761083
0,17.0,51.0,0.8673264413320458
0,27.0,38.0,0.7309677243662415
0,18.0,50.0,0.1748989384362638
0,52.0,53.0,0.6255322076712102
0,57.0,30.0,0.31392340167165544
0,3.0,26.0,0.9467522347733173
0,59.0,19.0,0.44628296913789967
0,51.0,53.0,0.004441470867097341
0,8.0,20.0,0.44734976410301797
0,26.0,47.0,0.39188485208555524
0,14.0,38.0,0.251075387591013
0,10.0,2.0,0.8586397614226284
0,59.0,61.0,0.347791875282344
0,38.0,52.0,0.2541748594474881
0,61.0,7.0,0.04580114930688439
0,29.0,37.0,0.23897499691672042
0,18.0,28.0,0.3870977686192022
0,58.0,23.0,0.39431705825361885
0,6.0,1.0,0.6709398338292153
0,10.0,38.0,0.7283418975432647
0,58.0,2.0,0.2751227040663632
0,62.0,12.0,0.18767085098748437
0,23.0,0.0,0.54945317215314
0,63.0,59.0,0.17227101228262798
0,26.0,59.0,0.6502184191816706
0,16.0,49.0,0.2066228770321693
0,11.0,8.0,0.5561467791916106
0,7.0,52.0,0.19089131276673044
0,45.0,26.0,0.22169462017321218
0,1.0,63.0,0.8238116627914437
0,57.0,17.0,0.9036181688708902
0,38.0,28.0,0.8115495331100953
0,6.0,1.0,0.5160675974903756
0,17.0,63.0,0.4709507466810967
0,29.0,46.0,0.7479584072749405
0,12.0,59.0,0.42583488646447576
0,0.0,46.0,0.6224799363067961
0,9.0,33.0,0.368117456240058
0,63.0,12.0,0.04101351710276291
0,13.0,62.0,0.48952877995341204
0,31.0,42.0,0.6357594824101277
0,23.0,63.0,0.21821017187713931
0,9.0,40.0,0.8245440206759336
0,3.0,49.0,0.9212938490943469
0,52.0,57.0,0.19257930971872605
0,39.0,36.0,0.25951133744454047
0,38.0,30.0,0.5669580345784312
0,6.0,3.0,0.9397494232591637
0,63.0,20.0,0.3876662412257528
0,11.0,2.0,0.9023523451415367
0,47.0,51.0,0.6666851299796617
0,16.0,4.0,0.5242966649291209
0,49.0,15.0,0.007272862139216407
0,40.0,37.0,0.6039832394255736
0,32.0,39.0,0.4953598364700923
0,35.0,28.0,0.7903437694238585
0,37.0,22.0,0.4261995440430063
0,39.0,62.0,0.10033886558092464
0,0.0,47.0,0.7894629597927897
0,8.0,45.0,0.43736016679220524
0,4.0,34.0,0.786686488573208
0,18.0,13.0,0.6037241003133065
0,33.0,13.0,0.869607574769855
